time,Ask_Price_1,Ask_Volume_1,Bid_Price_1,Bid_Volume_1,Ask_Price_2,Ask_Volume_2,Bid_Price_2,Bid_Volume_2,Ask_Price_3,Ask_Volume_3,Bid_Price_3,Bid_Volume_3,Ask_Price_4,Ask_Volume_4,Bid_Price_4,Bid_Volume_4,Ask_Price_5,Ask_Volume_5,Bid_Price_5,Bid_Volume_5,Ask_Price_6,Ask_Volume_6,Bid_Price_6,Bid_Volume_6,Ask_Price_7,Ask_Volume_7,Bid_Price_7,Bid_Volume_7,Ask_Price_8,Ask_Volume_8,Bid_Price_8,Bid_Volume_8,Ask_Price_9,Ask_Volume_9,Bid_Price_9,Bid_Volume_9,Ask_Price_10,Ask_Volume_10,Bid_Price_10,Bid_Volume_10
34505.3003,2472757,50,2472457,212,2472857,121,2472257,557,2472857,253,2472157,994,2472957,418,2472157,877,2473057,507,2471957,959,2473257,412,2471957,1988,2473257,690,2471857,2165,2473357,720,2471757,2208,2473557,1027,2471657,1634,2473657,908,2471557,2105
34505.3347,2473955,204,2473555,88,2474055,566,2473455,183,2474155,739,2473355,285,2474155,1379,2473355,367,2474255,1019,2473255,273,2474455,1778,2473155,300,2474455,2037,2473055,735,2474655,1554,2472855,907,2474655,2417,2472755,600,2474855,2187,2472755,418
34505.4961,2473106,61,2472906,185,2473306,161,2472706,657,2473306,290,2472706,542,2473506,242,2472506,1216,2473606,216,2472406,1521,2473706,519,2472306,1361,2473706,286,2472306,1352,2473906,782,2472206,1719,2473906,925,2472006,2026,2474106,1001,2471906,3238
34505.563,2473790,76,2473490,271,2473890,233,2473490,602,2474090,126,2473290,885,2474190,341,2473290,1091,2474290,438,2473190,1107,2474390,510,2472990,1333,2474390,328,2472990,1266,2474490,808,2472790,2602,2474690,933,2472790,1997,2474690,717,2472590,3242
34505.5699,2472395,80,2472195,321,2472595,98,2472095,669,2472595,290,2471895,1022,2472795,373,2471795,1219,2472895,262,2471695,1033,2472995,498,2471695,1797,2473095,461,2471495,1337,2473095,628,2471495,2003,2473195,965,2471395,2253,2473295,574,2471295,3027
34505.5828,2476043,148,2475743,100,2476043,258,2475643,181,2476143,431,2475543,409,2476343,561,2475343,370,2476343,445,2475343,663,2476443,718,2475243,801,2476643,909,2475143,1026,2476743,663,2475043,962,2476743,1187,2474843,1146,2476843,1490,2474843,887
34505.7694,2473912,208,2473612,60,2474012,449,2473412,156,2474112,551,2473412,223,2474212,866,2473212,208,2474312,1548,2473212,405,2474412,1691,2473112,509,2474412,2373,2472912,618,2474612,2006,2472812,385,2474712,2496,2472812,853,2474712,2499,2472612,875
34505.8352,2477456,249,2477256,78,2477656,414,2477156,215,2477656,769,2477056,151,2477856,1063,2476856,448,2477956,1216,2476856,500,2478056,1952,2476656,353,2478056,1821,2476556,675,2478256,1878,2476556,860,2478256,2167,2476456,1059,2478456,2054,2476356,723
34505.9595,2477095,49,2476795,219,2477195,124,2476595,475,2477195,215,2476595,1046,2477395,293,2476495,1296,2477395,553,2476295,1249,2477595,550,2476195,1336,2477695,412,2476195,2110,2477695,718,2475995,2678,2477795,452,2475895,2000,2477895,1176,2475795,2978
34505.9786,2473837,51,2473437,338,2473837,206,2473437,615,2474037,257,2473237,1025,2474137,404,2473137,811,2474237,439,2473037,1510,2474237,444,2472937,1131,2474437,542,2472837,2271,2474437,512,2472737,1862,2474537,814,2472637,3006,2474637,616,2472637,2679
34506.0474,2475907,63,2475607,254,2476107,138,2475607,419,2476107,316,2475507,832,2476207,169,2475307,1279,2476407,567,2475207,1658,2476507,402,2475107,1647,2476507,789,2475107,1988,2476707,775,2475007,2784,2476807,954,2474907,2085,2476907,669,2474807,2519
34506.1109,2475714,86,2475414,257,2475814,118,2475214,391,2475814,161,2475214,927,2476014,421,2475114,1112,2476114,227,2474914,1164,2476214,501,2474914,1367,2476214,471,2474814,2333,2476414,443,2474614,2670,2476414,798,2474614,1953,2476514,743,2474514,2270
34506.1294,2476753,87,2476453,193,2476953,195,2476453,559,2477053,270,2476253,948,2477053,192,2476253,1353,2477153,280,2476153,1040,2477353,654,2476053,1535,2477453,757,2475953,1343,2477453,375,2475853,2433,2477553,575,2475653,3003,2477653,1128,2475553,2409
34506.1704,2478628,281,2478328,46,2478828,371,2478328,210,2478828,549,2478228,295,2479028,997,2478128,456,2479028,1267,2477928,398,2479128,1375,2477828,315,2479328,2190,2477828,425,2479328,1873,2477628,664,2479428,1729,2477628,1069,2479628,3152,2477528,1109
34506.2208,2478743,312,2478443,56,2478943,459,2478343,181,2479043,876,2478243,175,2479043,1155,2478143,449,2479243,1739,2478043,399,2479343,1710,2478043,693,2479343,2037,2477843,803,2479443,2608,2477843,572,2479643,2357,2477643,372,2479643,2117,2477543,1136
34506.2546,2477010,341,2476810,91,2477210,390,2476610,218,2477210,770,2476610,163,2477410,1145,2476510,396,2477510,1549,2476410,314,2477510,1334,2476210,296,2477610,2287,2476110,512,2477810,2386,2476010,332,2477910,2931,2475910,775,2477910,2971,2475810,853
34506.3434,2478380,277,2478180,73,2478580,455,2477980,83,2478580,851,2477980,219,2478780,1182,2477780,338,2478880,1557,2477680,410,2478980,1556,2477680,414,2479080,1762,2477480,618,2479180,2635,2477380,898,2479180,1823,2477280,437,2479280,2631,2477180,639
34506.4338,2477814,248,2477614,89,2478014,444,2477414,179,2478014,541,2477414,166,2478114,1328,2477214,320,2478214,936,2477114,456,2478414,1392,2477114,526,2478514,2275,2477014,783,2478614,1693,2476914,355,2478614,3128,2476714,881,2478814,3374,2476614,691
34506.5299,2478703,306,2478303,47,2478703,442,2478203,112,2478803,786,2478203,285,2478903,953,2478103,389,2479003,1036,2478003,420,2479103,1115,2477803,526,2479203,1686,2477703,496,2479403,2443,2477603,671,2479503,1687,2477503,663,2479603,3222,2477403,627
34506.6122,2473861,99,2473561,324,2473961,232,2473361,597,2474061,200,2473361,757,2474161,397,2473261,1279,2474161,334,2473061,1509,2474361,277,2472961,1304,2474361,508,2472861,2221,2474561,734,2472761,2027,2474561,903,2472761,2378,2474761,1083,2472561,2272
34506.6467,2474067,63,2473867,214,2474167,210,2473767,564,2474267,262,2473667,543,2474467,283,2473467,1129,2474467,454,2473467,1450,2474667,586,2473267,1352,2474667,806,2473267,2154,2474767,902,2473067,1510,2474967,615,2473067,2344,2475067,840,2472867,2291
34506.6717,2472322,44,2472022,317,2472322,232,2471822,462,2472422,325,2471722,859,2472522,383,2471622,1248,2472622,267,2471522,1447,2472722,473,2471422,1509,2472922,331,2471422,2071,2472922,783,2471322,2606,2473022,1050,2471222,3092,2473222,492,2471022,2144
34506.7617,2475007,54,2474707,243,2475007,192,2474607,434,2475107,218,2474507,951,2475207,350,2474407,1067,2475407,261,2474307,1210,2475507,688,2474207,1850,2475507,352,2474107,2381,2475607,839,2473907,2383,2475707,938,2473807,2233,2475807,918,2473807,1976
34506.7964,2475650,233,2475250,78,2475750,642,2475250,183,2475750,556,2475150,169,2475950,1313,2475050,169,2475950,1477,2474850,354,2476150,1693,2474750,465,2476150,2031,2474650,548,2476250,2173,2474650,946,2476350,2373,2474550,595,2476550,3136,2474450,638
34506.8115,2475530,238,2475230,68,2475630,647,2475030,162,2475730,923,2474930,353,2475830,1036,2474830,327,2475830,1252,2474730,267,2475930,1419,2474730,577,2476130,1680,2474630,685,2476230,1480,2474430,649,2476230,3042,2474430,403,2476330,2309,2474230,1054
34506.8479,2475794,255,2475494,83,2475894,598,2475494,188,2475994,602,2475394,191,2476194,1227,2475194,371,2476194,1322,2475194,277,2476294,1916,2475094,587,2476394,2317,2474994,594,2476594,2311,2474894,828,2476594,2351,2474694,504,2476694,2193,2474694,1098
34506.8566,2473215,205,2473015,41,2473415,549,2472915,239,2473415,858,2472715,248,2473515,1219,2472615,409,2473715,1416,2472515,553,2473815,1877,2472515,480,2473815,1292,2472315,812,2473915,2503,2472315,324,2474115,2186,2472215,691,2474215,3382,2472015,996
34506.9164,2475821,218,2475621,74,2475921,583,2475521,176,2476021,674,2475321,145,2476221,1124,2475321,272,2476221,1272,2475121,551,2476321,1792,2475121,580,2476521,1301,2474921,565,2476521,2387,2474921,792,2476721,2326,2474721,738,2476821,2551,2474721,483
34506.9379,2479257,271,2478857,66,2479257,525,2478857,124,2479357,592,2478657,248,2479457,898,2478657,369,2479557,1053,2478557,556,2479657,1836,2478457,524,2479757,1271,2478257,415,2479857,1799,2478257,347,2480057,2306,2478157,438,2480057,3124,2477957,1016
34506.954,2479320,190,2479020,78,2479520,567,2478920,86,2479620,808,2478920,202,2479620,877,2478820,170,2479720,1716,2478620,250,2479920,1480,2478520,482,2479920,2412,2478520,528,2480120,2797,2478320,819,2480220,2653,2478320,425,2480320,2278,2478220,810
34507.1117,2481857,252,2481657,57,2482057,535,2481557,227,2482057,552,2481357,155,2482157,1020,2481257,362,2482257,1734,2481257,331,2482357,1568,2481057,689,2482557,2412,2480957,428,2482557,1596,2480857,723,2482657,2081,2480857,587,2482857,1910,2480657,567
34507.1877,2480203,330,2479803,66,2480203,437,2479803,193,2480403,718,2479703,317,2480503,762,2479503,340,2480603,1439,2479403,486,2480703,1804,2479303,605,2480703,1844,2479303,466,2480803,1486,2479103,528,2480903,1860,2479003,813,2481003,3133,2479003,880
34507.2661,2477895,325,2477695,115,2477995,456,2477595,199,2478195,680,2477395,237,2478295,1046,2477295,283,2478395,919,2477195,553,2478495,1084,2477195,620,2478495,1725,2477095,731,2478695,2196,2476895,842,2478695,2473,2476895,671,2478795,3311,2476795,908
34507.3159,2477345,193,2477045,109,2477445,638,2476945,163,2477545,648,2476945,345,2477645,1041,2476845,401,2477845,955,2476645,380,2477945,1738,2476645,561,2477945,1870,2476545,361,2478045,2389,2476345,548,2478245,2609,2476245,764,2478345,2156,2476145,1034
34507.4083,2477572,198,2477272,50,2477672,615,2477172,215,2477772,967,2477172,301,2477872,1061,2476972,384,2478072,948,2476972,469,2478072,1249,2476772,354,2478172,2029,2476772,528,2478272,2615,2476672,638,2478472,1807,2476472,536,2478572,3172,2476372,982
34507.4805,2476153,222,2475853,106,2476353,431,2475853,218,2476353,636,2475753,284,2476453,1129,2475653,307,2476653,1067,2475453,331,2476653,1674,2475453,682,2476753,1873,2475253,602,2476953,2606,2475153,333,2477053,2317,2475153,931,2477153,1989,2474953,852
34507.5272,2476576,196,2476276,94,2476676,566,2476176,134,2476876,579,2476176,293,2476876,1379,2476076,200,2477076,1630,2475976,365,2477076,1774,2475776,629,2477276,2338,2475776,362,2477276,2127,2475676,568,2477376,2230,2475576,765,2477576,2133,2475476,1180
34507.6905,2476537,324,2476337,63,2476737,651,2476237,114,2476837,710,2476037,350,2476937,1276,2475937,476,2477037,1729,2475837,433,2477037,1491,2475737,262,2477137,1613,2475737,724,2477237,1940,2475537,386,2477337,2145,2475537,807,2477537,3345,2475337,770
34507.7022,2474010,201,2473710,91,2474110,638,2473610,216,2474210,769,2473510,358,2474310,877,2473410,453,2474310,1586,2473210,400,2474410,1134,2473210,635,2474610,1837,2473110,365,2474610,2487,2473010,594,2474710,1673,2472910,1062,2474810,3233,2472710,772
34507.8467,2474384,300,2474084,65,2474484,618,2473984,145,2474584,578,2473784,228,2474684,816,2473784,295,2474784,1202,2473684,515,2474784,1085,2473484,270,2474884,1422,2473384,440,2474984,2593,2473384,532,2475084,2880,2473184,787,2475284,3255,2473084,844
34507.8734,2475436,266,2475136,80,2475536,431,2474936,222,2475536,561,2474836,318,2475636,921,2474836,263,2475736,1581,2474636,211,2475936,1302,2474536,374,2475936,2147,2474536,832,2476136,2648,2474436,533,2476236,1951,2474336,800,2476336,2683,2474236,483
34507.912,2475115,324,2474715,71,2475215,422,2474715,96,2475215,720,2474615,317,2475315,1393,2474415,295,2475415,1182,2474415,424,2475615,1331,2474215,603,2475615,2046,2474215,435,2475815,2188,2474015,510,2475815,2634,2473915,463,2475915,1881,2473915,811
34507.9195,2476632,293,2476332,113,2476832,451,2476332,181,2476832,939,2476132,211,2476932,1209,2476032,330,2477132,949,2475932,483,2477232,1118,2475932,325,2477332,2175,2475732,635,2477332,2482,2475632,715,2477532,2580,2475532,889,2477532,2560,2475432,481
34507.9594,2473653,205,2473353,83,2473753,645,2473153,167,2473853,907,2473053,199,2473953,1137,2473053,206,2474053,1188,2472853,216,2474053,1798,2472753,486,2474253,1942,2472653,419,2474353,1675,2472553,572,2474353,1693,2472453,676,2474453,2483,2472353,506
34508.0076,2473807,245,2473507,62,2473907,491,2473507,190,2474107,676,2473307,142,2474107,896,2473307,267,2474207,1472,2473107,459,2474407,1456,2473007,447,2474407,2062,2473007,586,2474507,2569,2472907,946,2474607,2590,2472707,869,2474807,1816,2472707,694
34508.3124,2470917,269,2470617,69,2471017,373,2470517,93,2471117,1035,2470317,135,2471117,1195,2470217,464,2471217,1409,2470217,331,2471317,1634,2470017,678,2471417,2416,2469917,336,2471517,2215,2469917,736,2471717,2030,2469717,411,2471817,2177,2469617,878
34508.4982,2468037,275,2467637,98,2468137,673,2467537,205,2468237,740,2467537,293,2468337,791,2467437,189,2468337,1406,2467337,315,2468537,1121,2467237,564,2468537,1627,2467137,320,2468737,1581,2467037,362,2468837,1645,2466937,936,2468837,3368,2466837,653
34508.6689,2466011,331,2465711,115,2466211,379,2465611,194,2466311,730,2465511,153,2466311,1244,2465511,448,2466511,1620,2465411,227,2466611,1637,2465211,301,2466711,1476,2465211,464,2466711,2113,2465011,737,2466811,2244,2464911,729,2466911,1997,2464911,616
34508.6913,2463568,276,2463268,113,2463568,571,2463068,229,2463768,792,2463068,292,2463768,813,2462968,242,2463968,1581,2462768,442,2463968,1816,2462768,248,2464068,1582,2462668,341,2464168,2746,2462468,783,2464268,1856,2462468,669,2464368,2127,2462368,1059
34508.9293,2461801,194,2461501,72,2461901,420,2461301,184,2461901,687,2461201,321,2462101,878,2461101,219,2462101,1451,2461101,408,2462201,1477,2460901,565,2462401,2269,2460801,313,2462401,1879,2460801,753,2462601,3097,2460701,428,2462601,2018,2460601,895
34508.9607,2460688,222,2460388,53,2460788,520,2460288,185,2460788,579,2460088,237,2460888,1186,2460088,409,2461088,1426,2459888,482,2461188,1564,2459788,490,2461188,1850,2459788,486,2461288,1568,2459688,366,2461388,1689,2459488,875,2461488,2131,2459388,439
34509.0572,2461641,229,2461341,66,2461641,464,2461141,211,2461841,738,2461141,312,2461841,1288,2460941,219,2462041,1253,2460941,449,2462141,1830,2460841,435,2462241,1924,2460741,731,2462341,1544,2460641,426,2462441,1735,2460541,760,2462541,1984,2460341,943
34509.0704,2460210,188,2459910,119,2460310,387,2459810,109,2460410,973,2459810,273,2460510,1269,2459710,337,2460710,993,2459510,502,2460710,1200,2459510,595,2460910,2131,2459310,603,2460910,1541,2459210,392,2461110,2971,2459110,751,2461110,2880,2459010,600
34509.1066,2456391,183,2456191,50,2456491,677,2455991,188,2456691,645,2455891,250,2456691,961,2455791,216,2456791,1506,2455791,203,2456891,1404,2455591,658,2456991,2042,2455491,331,2457091,2608,2455391,703,2457191,2005,2455391,1018,2457291,2406,2455191,965
34509.2767,2457927,209,2457727,109,2458127,653,2457627,173,2458127,542,2457527,219,2458327,908,2457427,300,2458327,1528,2457327,339,2458527,2041,2457127,383,2458627,1890,2457127,482,2458627,1559,2457027,707,2458827,2468,2456927,933,2458927,2796,2456727,904
34509.4246,2455573,334,2455373,53,2455673,379,2455173,193,2455873,880,2455173,194,2455973,1098,2455073,399,2456073,1184,2454973,283,2456073,1399,2454873,422,2456173,1829,2454673,657,2456273,2746,2454573,618,2456473,3001,2454473,687,2456473,3280,2454473,972
34509.4831,2454847,332,2454447,75,2454947,699,2454447,133,2454947,786,2454347,145,2455147,1240,2454247,322,2455247,1432,2454147,357,2455347,1483,2453947,600,2455347,2284,2453847,571,2455547,2171,2453747,402,2455647,2421,2453647,485,2455747,2077,2453547,536
34509.5641,2455008,337,2454708,114,2455008,636,2454508,201,2455108,937,2454508,357,2455208,1094,2454308,219,2455308,1111,2454208,434,2455508,1574,2454108,452,2455508,1346,2454108,653,2455608,2663,2454008,448,2455708,1638,2453808,480,2455908,2523,2453808,559
34509.5748,2454682,219,2454382,86,2454782,366,2454182,82,2454782,596,2454082,208,2454982,795,2453982,348,2454982,1235,2453982,509,2455082,1991,2453882,475,2455182,2407,2453682,774,2455282,1677,2453682,495,2455482,2039,2453482,504,2455582,2508,2453382,1078
34509.6397,2456009,313,2455809,62,2456109,542,2455609,198,2456209,870,2455609,236,2456409,1289,2455409,179,2456509,1285,2455409,482,2456609,1666,2455209,356,2456709,2433,2455209,740,2456709,2268,2455109,430,2456809,1742,2455009,772,2457009,1900,2454909,955
34509.6888,2456223,197,2455923,65,2456323,415,2455923,93,2456523,546,2455823,163,2456523,1362,2455623,445,2456723,1186,2455523,431,2456723,1280,2455523,446,2456923,1368,2455423,681,2457023,2377,2455223,356,2457023,1665,2455123,1013,2457223,2784,2455123,1011
34509.6947,2453802,205,2453502,59,2454002,680,2453502,167,2454102,943,2453402,142,2454202,1017,2453302,300,2454302,916,2453202,336,2454302,1764,2453002,375,2454502,2446,2452902,700,2454602,1663,2452802,728,2454702,2703,2452702,413,2454702,2757,2452602,994
34509.7017,2457449,265,2457049,60,2457449,646,2457049,172,2457649,842,2456949,324,2457749,1355,2456749,182,2457849,975,2456649,222,2457849,1656,2456649,706,2457949,1939,2456549,499,2458149,2118,2456449,483,2458149,2866,2456349,382,2458249,3159,2456149,735
34509.7084,2457093,271,2456693,46,2457193,508,2456693,200,2457293,679,2456593,278,2457393,847,2456493,167,2457493,1671,2456393,433,2457493,1445,2456293,339,2457693,1353,2456193,459,2457793,2283,2455993,947,2457793,2137,2455893,1028,2457893,3032,2455793,762
34509.7738,2455963,345,2455663,85,2456163,678,2455563,122,2456163,544,2455563,317,2456263,970,2455363,231,2456463,1549,2455263,594,2456563,1711,2455163,715,2456663,2419,2455163,359,2456663,2166,2454963,378,2456763,2084,2454963,389,2456863,2393,2454863,625
34509.7825,2457113,265,2456813,105,2457313,445,2456813,108,2457413,906,2456613,297,2457413,1178,2456513,182,2457513,1699,2456513,564,2457713,1842,2456313,332,2457813,1802,2456213,343,2457813,1452,2456213,728,2458013,2375,2456113,955,2458013,3375,2455913,593
34509.815,2456956,235,2456656,81,2456956,432,2456456,146,2457156,885,2456456,355,2457256,787,2456356,214,2457256,1004,2456156,444,2457356,1240,2456156,273,2457456,2200,2455956,315,2457556,2091,2455956,943,2457656,2103,2455856,1057,2457756,2174,2455756,422
34509.8381,2456889,187,2456589,90,2456989,476,2456589,80,2457189,806,2456389,204,2457289,1357,2456389,336,2457289,1250,2456289,322,2457489,1160,2456189,353,2457589,1723,2455989,783,2457589,2146,2455889,786,2457689,2986,2455789,655,2457889,3144,2455689,747
34509.8791,2461136,240,2460836,97,2461236,496,2460736,201,2461236,574,2460636,291,2461336,1379,2460536,304,2461536,1450,2460436,456,2461636,1751,2460336,693,2461736,2077,2460136,365,2461836,2010,2460136,750,2461836,2494,2460036,538,2461936,2177,2459936,754
34509.9413,2459735,193,2459535,57,2459835,377,2459335,224,2459935,1001,2459335,312,2460135,830,2459235,424,2460135,1364,2459035,251,2460335,1363,2458935,466,2460435,2097,2458835,630,2460535,2560,2458835,627,2460635,1930,2458635,684,2460635,3438,2458535,574
34510.0001,2458447,183,2458147,53,2458447,675,2458047,141,2458547,1041,2457847,298,2458647,789,2457747,314,2458847,1152,2457747,426,2458847,1982,2457547,587,2459047,2447,2457547,751,2459147,2035,2457447,533,2459147,2312,2457347,850,2459347,2243,2457247,582
34510.0373,2457911,349,2457511,64,2457911,534,2457411,87,2458011,648,2457411,126,2458211,1034,2457311,374,2458311,1296,2457211,449,2458411,1761,2457011,264,2458511,1623,2456911,707,2458511,1663,2456911,614,2458711,1897,2456711,1028,2458711,2265,2456711,700
34510.0695,2459149,216,2458849,54,2459249,605,2458749,124,2459349,1011,2458649,196,2459549,890,2458549,176,2459549,1418,2458449,264,2459749,1875,2458449,499,2459849,1593,2458349,298,2459849,2253,2458249,458,2459949,1849,2458049,688,2460049,1893,2458049,419
34510.0959,2455415,265,2455115,51,2455515,493,2455115,123,2455615,792,2454915,122,2455715,720,2454915,343,2455815,1486,2454715,281,2455915,1574,2454615,537,2456015,1986,2454515,614,2456115,1659,2454515,864,2456215,2814,2454315,906,2456315,1822,2454315,468
34510.1959,2450883,319,2450483,65,2450883,670,2450383,224,2450983,639,2450383,248,2451083,809,2450283,202,2451183,975,2450183,490,2451283,1846,2449983,340,2451383,1961,2449983,482,2451583,2369,2449883,517,2451683,2376,2449783,749,2451783,2721,2449583,752
34510.2169,2448956,217,2448656,119,2448956,664,2448556,108,2449056,718,2448356,193,2449156,1078,2448356,469,2449356,1346,2448256,433,2449456,1398,2448156,568,2449456,1666,2448056,762,2449656,2366,2447956,697,2449656,2466,2447856,396,2449856,3109,2447656,497
34510.233,2444878,280,2444678,83,2444978,544,2444578,214,2445078,901,2444478,214,2445278,1320,2444278,290,2445278,1454,2444278,579,2445478,1959,2444078,571,2445478,1532,2444078,292,2445678,2105,2443978,943,2445778,2999,2443778,586,2445778,2133,2443778,569
34510.302,2443266,303,2442966,115,2443466,507,2442866,143,2443466,674,2442866,231,2443566,870,2442666,456,2443666,902,2442666,447,2443866,1904,2442466,572,2443866,1437,2442466,700,2443966,1565,2442366,736,2444066,1849,2442266,727,2444266,2168,2442166,847
34510.3253,2443463,284,2443263,79,2443563,637,2443063,176,2443663,687,2442963,347,2443763,1055,2442963,475,2443963,1640,2442763,480,2443963,1412,2442763,471,2444163,1380,2442663,393,2444163,2526,2442463,893,2444363,2197,2442463,673,2444463,1983,2442363,514
34510.4201,2441035,242,2440635,92,2441135,629,2440635,198,2441235,613,2440435,172,2441235,810,2440435,269,2441335,1038,2440335,297,2441435,1302,2440235,703,2441635,1759,2440035,595,2441735,2206,2440035,646,2441835,2420,2439935,398,2441935,3300,2439735,456
34510.441,2437361,337,2437061,44,2437461,661,2436961,140,2437661,830,2436961,355,2437661,1061,2436861,206,2437861,1322,2436661,378,2437861,1767,2436561,601,2438061,2126,2436461,336,2438061,1630,2436361,603,2438261,2502,2436261,915,2438261,2374,2436161,732
34510.5025,2436803,141,2436403,120,2436903,185,2436303,218,2436903,341,2436303,241,2437003,508,2436203,504,2437103,522,2436103,564,2437203,890,2435903,705,2437403,676,2435903,659,2437503,673,2435803,797,2437503,880,2435703,1290,2437603,1387,2435503,1464
34510.5058,2437688,316,2437288,104,2437688,443,2437288,116,2437888,605,2437088,218,2437888,748,2436988,328,2437988,1001,2436988,275,2438188,1151,2436788,420,2438288,1993,2436788,465,2438388,2108,2436588,863,2438388,2310,2436588,530,2438488,2770,2436488,657
34510.5312,2433487,95,2433287,250,2433587,103,2433087,420,2433687,234,2432987,904,2433887,411,2432887,1211,2433887,527,2432787,1556,2433987,586,2432787,1080,2434187,714,2432687,2145,2434187,575,2432487,2532,2434387,382,2432387,2240,2434487,889,2432387,3360
34510.5532,2434282,87,2433982,272,2434382,169,2433982,444,2434582,247,2433782,559,2434682,201,2433782,1366,2434782,562,2433682,1086,2434882,422,2433482,1108,2434882,429,2433382,1501,2435082,575,2433382,1684,2435082,365,2433282,2701,2435282,582,2433182,3098
34510.639,2435169,42,2434869,250,2435269,124,2434769,527,2435369,211,2434669,988,2435369,191,2434569,853,2435569,214,2434369,1533,2435669,664,2434269,1993,2435769,445,2434269,1919,2435769,909,2434069,1913,2435869,828,2434069,2898,2435969,595,2433869,2649
34510.8107,2436219,85,2435919,267,2436219,153,2435719,693,2436319,255,2435619,1017,2436519,265,2435519,1018,2436619,337,2435519,1188,2436719,687,2435419,1768,2436819,493,2435319,1906,2436819,575,2435219,1508,2436919,919,2435119,1871,2437119,1009,2435019,2731
34510.8426,2437681,69,2437481,308,2437781,159,2437381,427,2437981,352,2437181,591,2437981,470,2437081,861,2438081,297,2436981,1650,2438281,518,2436981,1834,2438381,748,2436781,1701,2438481,683,2436781,2273,2438581,507,2436681,3027,2438581,436,2436581,2157
34510.9307,2441162,205,2440862,71,2441362,523,2440762,128,2441362,829,2440662,165,2441462,1203,2440662,329,2441562,1362,2440562,383,2441762,1515,2440462,246,2441862,1324,2440262,611,2441862,2195,2440162,521,2442062,2387,2440062,1036,2442062,2782,2439962,1103
34510.9918,2439746,70,2439446,276,2439846,205,2439346,539,2439846,246,2439146,562,2439946,253,2439046,909,2440046,357,2438946,1212,2440146,431,2438946,2087,2440246,521,2438746,1682,2440346,819,2438646,2363,2440446,401,2438546,1862,2440546,974,2438446,3474
34511.164,2439137,67,2438737,205,2439137,143,2438637,536,2439237,277,2438637,767,2439337,425,2438537,1112,2439437,576,2438337,1118,2439537,469,2438337,1535,2439737,288,2438237,1945,2439837,537,2438037,1953,2439837,953,2437937,2046,2439937,1173,2437837,2795
34511.2483,2437499,111,2437099,265,2437499,121,2437099,679,2437599,260,2436999,1031,2437799,400,2436899,1117,2437799,259,2436799,1256,2437899,586,2436699,1303,2437999,460,2436499,2064,2438199,406,2436399,1911,2438199,510,2436299,2231,2438399,477,2436299,2874
34511.2533,2436674,110,2436374,184,2436774,123,2436174,486,2436874,125,2436074,700,2436974,367,2436074,1337,2436974,335,2435974,1492,2437174,691,2435774,1215,2437174,836,2435774,1729,2437374,663,2435674,2412,2437474,919,2435574,2973,2437574,529,2435474,3069
34511.3168,2438831,100,2438431,212,2438831,205,2438431,594,2438931,297,2438231,576,2439131,174,2438131,1358,2439131,437,2438031,1552,2439331,616,2437931,1633,2439431,589,2437931,1567,2439431,366,2437831,1844,2439531,679,2437731,2597,2439631,625,2437531,1957
34511.3561,2435374,52,2435074,223,2435374,204,2434974,538,2435474,249,2434774,926,2435574,376,2434674,1162,2435674,314,2434574,1227,2435774,335,2434574,1545,2435974,713,2434474,1906,2435974,609,2434274,2483,2436174,847,2434274,1822,2436274,692,2434174,2151
34511.3579,2432860,102,2432460,195,2432960,164,2432460,691,2433060,122,2432360,852,2433060,235,2432260,915,2433260,309,2432060,1126,2433260,408,2432060,1561,2433360,519,2431960,1819,2433560,940,2431860,2566,2433560,884,2431760,2112,2433660,1016,2431660,3015
34511.3734,2434701,40,2434401,255,2434801,158,2434301,511,2434901,299,2434201,940,2435001,262,2434001,926,2435001,209,2433901,1131,2435201,653,2433901,2062,2435201,839,2433701,1359,2435401,744,2433701,1768,2435401,671,2433601,2437,2435601,839,2433501,2482
34511.5018,2435844,110,2435544,114,2435844,220,2435444,182,2435944,360,2435344,363,2436144,525,2435144,507,2436144,657,2435144,403,2436244,639,2434944,683,2436344,818,2434944,950,2436444,740,2434844,851,2436544,741,2434644,1164,2436644,1074,2434544,923
34511.633,2434290,69,2433890,190,2434390,137,2433890,446,2434490,347,2433790,1023,2434590,245,2433590,1263,2434690,453,2433590,1001,2434690,597,2433390,1707,2434890,627,2433290,2306,2434990,342,2433190,2009,2435090,379,2433090,2363,2435190,1015,2432990,3399
34511.7142,2435004,92,2434804,112,2435104,275,2434704,171,2435204,422,2434604,442,2435304,491,2434504,447,2435504,592,2434304,722,2435504,619,2434304,526,2435704,857,2434104,757,2435804,1187,2434004,1105,2435804,1280,2434004,1197,2435904,940,2433804,1132
34511.9155,2434816,119,2434516,231,2434916,113,2434416,546,2435116,220,2434316,705,2435116,460,2434216,1128,2435316,353,2434216,1087,2435316,643,2434116,1990,2435516,513,2434016,2240,2435616,754,2433916,2287,2435716,1043,2433716,2505,2435816,1062,2433716,3369
34511.9986,2436883,319,2436683,56,2436983,618,2436583,117,2437083,856,2436483,155,2437183,1218,2436283,451,2437283,1671,2436183,434,2437483,2079,2436083,478,2437483,2404,2436083,545,2437683,2148,2435983,641,2437683,1859,2435783,757,2437883,1947,2435783,1139
